Latitude (decimal degrees):	28.482
Longitude (decimal degrees):	-16.306
Elevation (m):	503
Radiation database:	PVGIS-SARAH3


Slope: 26 deg. (optimum)
Azimuth: -1 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	5.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230625:1009,2713.5,678.1,49.78,21.83,4.97,0.0
20230625:1109,3363.9,845.45,62.96,21.87,5.24,0.0
20230625:1209,3731.6,942.46,75.92,21.94,5.72,0.0
20230625:1309,3823.55,964.41,84.9,21.95,6.28,0.0
20230625:1409,3608.15,905.95,75.27,22.02,6.48,0.0
20230625:1509,3014.15,751.53,62.28,22.1,6.62,0.0
20230625:1609,2637.65,654.87,49.11,22.18,6.62,0.0
20230625:1709,1786.25,453.96,36.01,22.23,6.55,0.0
20230625:1809,796.95,236.13,23.13,22.17,6.34,0.0
20230625:1909,104.0,41.47,10.6,22.07,5.93,0.0
20230625:2009,0.0,0.0,0.0,21.99,5.52,0.0
20230625:2109,0.0,0.0,0.0,22.01,5.24,0.0
20230625:2209,0.0,0.0,0.0,22.01,4.07,0.0
20230625:2309,0.0,0.0,0.0,22.04,3.79,0.0
20230626:0009,0.0,0.0,0.0,21.98,3.66,0.0
20230626:0109,0.0,0.0,0.0,21.95,3.31,0.0
20230626:0209,0.0,0.0,0.0,21.94,3.03,0.0
20230626:0309,0.0,0.0,0.0,21.96,2.55,0.0
20230626:0409,0.0,0.0,0.0,22.03,1.66,0.0
20230626:0509,0.0,0.0,0.0,22.21,2.0,0.0
20230626:0609,0.0,0.0,0.0,22.44,2.76,0.0
20230626:0709,148.3,61.46,11.18,22.55,2.83,0.0
20230626:0809,889.35,257.68,23.73,22.5,2.83,0.0
20230626:0909,1889.7,484.07,36.63,22.36,3.45,0.0
20230626:1009,2758.1,694.59,49.73,22.39,4.14,0.0
20230626:1109,3398.25,859.49,62.9,22.18,4.62,0.0
20230626:1209,3765.7,958.74,75.86,22.18,4.9,0.0
20230626:1309,3857.65,991.25,84.87,22.2,4.28,0.0
20230626:1409,3665.25,941.14,75.3,22.27,3.93,0.0
20230626:1509,3288.1,837.1,62.32,22.3,3.79,0.0
20230626:1609,2633.5,665.88,49.14,22.3,3.52,0.0
20230626:1709,1766.0,455.28,36.05,22.37,3.17,0.0
20230626:1809,794.65,232.14,23.17,22.3,3.03,0.0
20230626:1909,143.6,52.15,10.63,22.35,2.69,0.0
20230626:2009,0.0,0.0,0.0,22.46,2.48,0.0
20230626:2109,0.0,0.0,0.0,22.69,2.21,0.0
20230626:2209,0.0,0.0,0.0,22.97,1.66,0.0
20230626:2309,0.0,0.0,0.0,23.1,1.17,0.0
20230627:0009,0.0,0.0,0.0,23.07,1.31,0.0
20230627:0109,0.0,0.0,0.0,23.04,1.31,0.0
20230627:0209,0.0,0.0,0.0,22.97,0.83,0.0
20230627:0309,0.0,0.0,0.0,22.99,0.76,0.0
20230627:0409,0.0,0.0,0.0,23.09,2.07,0.0
20230627:0509,0.0,0.0,0.0,23.28,3.45,0.0
20230627:0609,0.0,0.0,0.0,23.3,4.07,0.0
20230627:0709,134.75,58.7,11.12,23.3,4.14,0.0
20230627:0809,894.3,259.86,23.68,23.32,4.97,0.0
20230627:0909,1915.8,487.31,36.57,23.16,5.93,0.0
20230627:1009,2778.75,702.32,49.67,23.04,4.14,0.0
20230627:1109,3407.9,869.51,62.85,22.82,4.07,0.0
20230627:1209,3814.6,969.86,75.81,22.33,5.24,0.0
20230627:1309,3968.25,1007.84,84.84,22.0,5.59,0.0
20230627:1409,3771.45,953.14,75.33,21.96,5.66,0.0
20230627:1509,3357.05,842.85,62.35,21.99,5.38,0.0
20230627:1609,2685.3,671.43,49.18,22.29,5.24,0.0
20230627:1709,1791.95,457.89,36.08,22.5,5.17,0.0
20230627:1809,805.0,235.66,23.2,22.68,5.1,0.0
20230627:1909,132.5,49.66,10.65,22.85,5.03,0.0
20230627:2009,0.0,0.0,0.0,23.06,5.17,0.0
20230627:2109,0.0,0.0,0.0,23.21,5.45,0.0
20230627:2209,0.0,0.0,0.0,23.19,5.03,0.0
20230627:2309,0.0,0.0,0.0,23.27,5.03,0.0
20230628:0009,0.0,0.0,0.0,23.29,5.38,0.0
20230628:0109,0.0,0.0,0.0,23.23,6.21,0.0
20230628:0209,0.0,0.0,0.0,23.1,6.21,0.0
20230628:0309,0.0,0.0,0.0,22.93,6.34,0.0
20230628:0409,0.0,0.0,0.0,22.85,6.55,0.0
20230628:0509,0.0,0.0,0.0,22.8,6.41,0.0
20230628:0609,0.0,0.0,0.0,22.79,6.28,0.0
20230628:0709,176.55,66.07,11.06,22.88,5.79,0.0
20230628:0809,876.2,251.87,23.62,23.07,5.24,0.0
20230628:0909,1855.7,473.93,36.51,23.15,4.9,0.0
20230628:1009,2705.4,685.64,49.62,23.55,4.0,0.0
20230628:1109,3302.3,848.28,62.79,23.46,3.52,0.0
20230628:1209,3663.15,951.74,75.75,23.32,3.38,0.0
20230628:1309,3795.2,990.63,84.8,23.22,3.31,0.0
20230628:1409,3639.3,936.23,75.36,23.18,4.14,0.0
20230628:1509,3267.1,828.3,62.38,23.24,4.76,0.0
20230628:1609,2601.55,653.74,49.21,23.28,5.17,0.0
20230628:1709,1734.05,444.48,36.11,23.3,5.31,0.0
20230628:1809,797.1,230.66,23.22,23.37,5.31,0.0
20230628:1909,173.25,60.09,10.67,23.49,5.24,0.0
20230628:2009,0.0,0.0,0.0,23.86,5.1,0.0
20230628:2109,0.0,0.0,0.0,24.09,4.9,0.0
20230628:2209,0.0,0.0,0.0,24.11,4.0,0.0
20230628:2309,0.0,0.0,0.0,24.03,3.24,0.0
20230629:0009,0.0,0.0,0.0,23.75,3.45,0.0
20230629:0109,0.0,0.0,0.0,23.42,4.0,0.0
20230629:0209,0.0,0.0,0.0,23.13,3.72,0.0
20230629:0309,0.0,0.0,0.0,23.13,3.03,0.0
20230629:0409,0.0,0.0,0.0,23.2,2.62,0.0
20230629:0509,0.0,0.0,0.0,23.25,2.41,0.0
20230629:0609,0.0,0.0,0.0,23.29,2.41,0.0
20230629:0709,154.85,62.06,10.99,23.38,2.69,0.0
20230629:0809,873.45,253.88,23.56,23.49,2.83,0.0
20230629:0909,1868.6,482.41,36.46,23.39,3.03,0.0
20230629:1009,2724.15,691.98,49.56,23.27,3.59,0.0
20230629:1109,3341.5,861.08,62.73,23.13,3.17,0.0
20230629:1209,3749.6,966.74,75.68,23.02,4.07,0.0
20230629:1309,3894.8,1000.37,84.75,23.06,4.83,0.0
20230629:1409,3718.55,951.11,75.38,23.07,4.83,0.0
20230629:1509,3285.05,833.81,62.41,22.97,4.55,0.0
20230629:1609,2630.6,661.96,49.24,22.9,4.69,0.0
20230629:1709,1752.45,448.7,36.14,22.83,4.9,0.0
20230629:1809,807.9,231.6,23.25,22.73,5.03,0.0
20230629:1909,182.3,62.37,10.69,22.83,5.03,0.0
20230629:2009,0.0,0.0,0.0,23.07,4.9,0.0
20230629:2109,0.0,0.0,0.0,23.25,4.76,0.0
20230629:2209,0.0,0.0,0.0,22.82,4.28,0.0
20230629:2309,0.0,0.0,0.0,22.61,3.52,0.0
20230630:0009,0.0,0.0,0.0,22.37,4.21,0.0
20230630:0109,0.0,0.0,0.0,22.21,4.62,0.0
20230630:0209,0.0,0.0,0.0,22.16,4.55,0.0
20230630:0309,0.0,0.0,0.0,22.15,4.14,0.0
20230630:0409,0.0,0.0,0.0,22.12,3.93,0.0
20230630:0509,0.0,0.0,0.0,22.03,3.79,0.0
20230630:0609,0.0,0.0,0.0,21.95,3.79,0.0
20230630:0709,147.7,60.04,10.93,21.93,4.0,0.0
20230630:0809,884.5,255.22,23.49,21.91,4.62,0.0
20230630:0909,1880.55,477.27,36.39,21.93,5.03,0.0
20230630:1009,2761.1,691.35,49.5,21.78,4.55,0.0
20230630:1109,0.0,0.0,0.0,21.76,3.79,0.0
20230630:1209,3727.1,951.46,75.62,21.71,4.34,0.0
20230630:1309,3915.45,995.52,84.69,21.67,5.17,0.0
20230630:1409,3744.1,946.4,75.4,21.63,5.38,0.0
20230630:1509,3369.95,842.38,62.44,21.58,5.72,0.0
20230630:1609,2718.35,673.94,49.26,21.56,6.14,0.0
20230630:1709,1825.5,461.85,36.16,21.51,6.55,0.0
20230630:1809,818.3,237.92,23.27,21.6,6.62,0.0
20230630:1909,139.05,51.8,10.71,21.71,6.83,0.0
20230630:2009,0.0,0.0,0.0,21.77,7.03,0.0
20230630:2109,0.0,0.0,0.0,21.73,6.97,0.0
20230630:2209,0.0,0.0,0.0,21.51,5.79,0.0
20230630:2309,0.0,0.0,0.0,21.43,4.83,0.0
20230701:0009,0.0,0.0,0.0,21.26,5.38,0.0
20230701:0109,0.0,0.0,0.0,21.08,6.07,0.0
20230701:0209,0.0,0.0,0.0,20.92,6.07,0.0
20230701:0309,0.0,0.0,0.0,20.81,5.93,0.0
20230701:0409,0.0,0.0,0.0,20.68,5.86,0.0
20230701:0509,0.0,0.0,0.0,20.58,5.79,0.0
20230701:0609,0.0,0.0,0.0,20.5,5.72,0.0
20230701:0709,187.2,67.19,10.86,20.47,5.72,0.0
20230701:0809,881.35,245.43,23.43,20.49,5.93,0.0
20230701:0909,1849.5,464.38,36.33,20.53,6.14,0.0
20230701:1009,2633.55,656.26,49.44,20.64,4.62,0.0
20230701:1109,3325.2,837.54,62.61,20.66,4.28,0.0
20230701:1209,3800.15,955.46,75.55,20.68,5.66,0.0
20230701:1309,3836.0,960.15,84.63,20.77,6.69,0.0
20230701:1409,3790.25,946.27,75.41,20.87,6.76,0.0
20230701:1509,3344.45,829.36,62.46,21.01,6.76,0.0
20230701:1609,2626.45,648.39,49.29,21.1,6.97,0.0
20230701:1709,1794.35,452.3,36.18,21.2,7.1,0.0
20230701:1809,823.05,231.36,23.28,21.27,7.1,0.0
20230701:1909,191.4,64.39,10.72,21.31,6.97,0.0
20230701:2009,0.0,0.0,0.0,21.35,6.69,0.0
20230701:2109,0.0,0.0,0.0,21.37,6.41,0.0
20230701:2209,0.0,0.0,0.0,21.42,5.38,0.0
20230701:2309,0.0,0.0,0.0,21.35,4.76,0.0
20230702:0009,0.0,0.0,0.0,21.24,4.97,0.0
20230702:0109,0.0,0.0,0.0,21.13,5.52,0.0
20230702:0209,0.0,0.0,0.0,21.04,5.72,0.0
20230702:0309,0.0,0.0,0.0,20.96,5.66,0.0
20230702:0409,0.0,0.0,0.0,20.92,5.45,0.0
20230702:0509,0.0,0.0,0.0,20.93,5.38,0.0
20230702:0609,0.0,0.0,0.0,20.96,5.24,0.0
20230702:0709,177.5,65.08,10.79,21.03,5.1,0.0
20230702:0809,877.1,248.01,23.36,21.12,5.17,0.0
20230702:0909,1883.65,475.71,36.27,21.21,5.45,0.0
20230702:1009,2725.1,680.03,49.37,21.35,4.83,0.0
20230702:1109,3376.1,848.28,62.55,21.45,5.03,0.0
20230702:1209,3769.4,953.67,75.48,21.51,5.31,0.0
20230702:1309,3895.0,988.28,84.56,21.67,5.45,0.0
20230702:1409,3735.45,944.48,75.42,21.82,5.52,0.0
20230702:1509,3346.9,839.86,62.48,21.91,5.45,0.0
20230702:1609,2657.25,662.31,49.31,21.88,5.52,0.0
20230702:1709,1766.55,448.75,36.2,21.91,5.66,0.0
20230702:1809,820.9,233.76,23.3,21.94,5.66,0.0
20230702:1909,191.8,64.75,10.73,21.93,5.52,0.0
20230702:2009,0.0,0.0,0.0,21.93,5.31,0.0
20230702:2109,0.0,0.0,0.0,21.99,5.17,0.0
20230702:2209,0.0,0.0,0.0,21.91,4.62,0.0
20230702:2309,0.0,0.0,0.0,21.78,4.9,0.0
20230703:0009,0.0,0.0,0.0,21.61,4.76,0.0
20230703:0109,0.0,0.0,0.0,21.44,4.62,0.0
20230703:0209,0.0,0.0,0.0,21.28,4.69,0.0
20230703:0309,0.0,0.0,0.0,21.14,4.9,0.0
20230703:0409,0.0,0.0,0.0,21.08,4.97,0.0
20230703:0509,0.0,0.0,0.0,21.05,4.9,0.0
20230703:0609,0.0,0.0,0.0,21.02,4.9,0.0
20230703:0709,199.4,68.06,10.72,20.97,4.9,0.0
20230703:0809,740.35,201.95,23.29,21.01,4.97,0.0
20230703:0909,1791.05,452.93,36.2,21.11,5.03,0.0
20230703:1009,2510.4,627.28,49.31,21.25,4.48,0.0
20230703:1109,1980.35,497.48,62.49,21.25,4.76,0.0
20230703:1209,3681.1,935.03,75.41,21.31,4.48,0.0
20230703:1309,3731.9,950.28,84.49,21.39,4.55,0.0
20230703:1409,2914.4,732.64,75.43,21.42,5.17,0.0
20230703:1509,3087.15,772.08,62.5,21.46,5.38,0.0
20230703:1609,2621.55,652.41,49.33,21.54,5.31,0.0
20230703:1709,1489.05,378.88,36.22,21.6,5.17,0.0
20230703:1809,788.4,221.61,23.31,21.66,4.14,0.0
20230703:1909,163.85,58.29,10.73,21.75,3.93,0.0
20230703:2009,0.0,0.0,0.0,21.87,4.07,0.0
20230703:2109,0.0,0.0,0.0,22.02,4.0,0.0
20230703:2209,0.0,0.0,0.0,21.89,3.45,0.0
20230703:2309,0.0,0.0,0.0,21.89,2.97,0.0
20230704:0009,0.0,0.0,0.0,21.91,4.14,0.0
20230704:0109,0.0,0.0,0.0,21.89,5.1,0.0
20230704:0209,0.0,0.0,0.0,21.86,4.83,0.0
20230704:0309,0.0,0.0,0.0,21.81,4.41,0.0
20230704:0409,0.0,0.0,0.0,21.78,4.0,0.0
20230704:0509,0.0,0.0,0.0,21.75,3.79,0.0
20230704:0609,0.0,0.0,0.0,21.72,3.79,0.0
20230704:0709,166.8,62.15,10.64,21.67,3.86,0.0
20230704:0809,842.9,241.83,23.22,21.65,3.86,0.0
20230704:0909,1804.35,459.64,36.14,21.61,3.93,0.0
20230704:1009,2657.45,667.41,49.25,21.3,3.66,0.0
20230704:1109,3278.85,826.83,62.42,21.28,4.21,0.0
20230704:1209,3641.7,921.23,75.34,21.25,4.83,0.0
20230704:1309,3814.35,965.52,84.4,21.24,5.17,0.0
20230704:1409,3662.45,922.83,75.43,21.27,5.31,0.0
20230704:1509,3264.8,816.52,62.51,21.32,5.24,0.0
20230704:1609,2601.1,646.6,49.34,21.4,5.38,0.0
20230704:1709,1739.7,441.18,36.23,21.46,5.52,0.0
20230704:1809,803.35,228.22,23.31,21.48,5.45,0.0
20230704:1909,185.9,63.36,10.73,21.55,4.9,0.0
20230704:2009,0.0,0.0,0.0,21.63,4.41,0.0
20230704:2109,0.0,0.0,0.0,21.8,3.86,0.0
20230704:2209,0.0,0.0,0.0,21.72,3.86,0.0
20230704:2309,0.0,0.0,0.0,21.75,3.66,0.0
20230705:0009,0.0,0.0,0.0,21.72,3.03,0.0
20230705:0109,0.0,0.0,0.0,21.61,3.79,0.0
20230705:0209,0.0,0.0,0.0,21.53,4.41,0.0
20230705:0309,0.0,0.0,0.0,21.4,4.28,0.0
20230705:0409,0.0,0.0,0.0,21.35,4.21,0.0
20230705:0509,0.0,0.0,0.0,21.39,4.0,0.0
20230705:0609,0.0,0.0,0.0,21.47,4.21,0.0
20230705:0709,0.0,0.0,0.0,21.6,4.55,0.0
20230705:0809,838.0,239.6,23.15,21.67,4.69,0.0
20230705:0909,1788.05,453.96,36.07,21.65,4.76,0.0
20230705:1009,2613.6,660.15,49.18,21.39,2.97,0.0
20230705:1109,3242.95,821.81,62.35,21.37,3.66,0.0
20230705:1209,3634.8,920.51,75.26,21.32,4.69,0.0
20230705:1309,3829.25,964.99,84.31,21.28,5.72,0.0
20230705:1409,3666.75,917.84,75.43,21.33,6.21,0.0
20230705:1509,3237.4,804.29,62.52,21.43,6.34,0.0
20230705:1609,2588.4,640.72,49.35,21.5,6.34,0.0
20230705:1709,1707.05,432.13,36.24,21.57,6.21,0.0
20230705:1809,795.45,225.01,23.32,21.61,6.21,0.0
20230705:1909,189.6,64.18,10.73,21.65,6.28,0.0
20230705:2009,0.0,0.0,0.0,21.71,6.55,0.0
20230705:2109,0.0,0.0,0.0,21.74,6.62,0.0
20230705:2209,0.0,0.0,0.0,21.73,4.14,0.0
20230705:2309,0.0,0.0,0.0,21.65,3.79,0.0
20230706:0009,0.0,0.0,0.0,21.54,5.17,0.0
20230706:0109,0.0,0.0,0.0,21.43,6.21,0.0
20230706:0209,0.0,0.0,0.0,21.24,6.62,0.0
20230706:0309,0.0,0.0,0.0,21.14,6.76,0.0
20230706:0409,0.0,0.0,0.0,21.03,6.97,0.0
20230706:0509,0.0,0.0,0.0,21.0,7.17,0.0
20230706:0609,0.0,0.0,0.0,21.04,7.17,0.0
20230706:0709,178.4,63.9,10.49,21.13,6.97,0.0
20230706:0809,817.65,227.22,23.08,21.22,6.9,0.0
20230706:0909,1737.1,437.22,36.0,21.32,6.97,0.0
20230706:1009,2462.6,614.56,49.11,21.49,4.97,0.0
20230706:1109,3008.35,752.87,62.29,21.57,5.38,0.0
20230706:1209,3470.9,871.06,75.19,21.72,6.14,0.0
20230706:1309,3909.0,982.51,84.22,21.85,6.69,0.0
20230706:1409,3736.15,935.16,75.42,21.88,6.83,0.0
20230706:1509,3298.85,819.2,62.53,21.89,6.97,0.0
20230706:1609,2644.75,653.13,49.36,21.97,7.52,0.0
20230706:1709,1788.75,451.64,36.24,22.02,7.79,0.0
20230706:1809,817.2,233.36,23.32,21.98,7.79,0.0
20230706:1909,175.15,61.33,10.72,21.9,7.66,0.0
20230706:2009,0.0,0.0,0.0,21.86,7.38,0.0
20230706:2109,0.0,0.0,0.0,21.89,7.17,0.0
20230706:2209,0.0,0.0,0.0,21.82,5.93,0.0
20230706:2309,0.0,0.0,0.0,21.77,6.14,0.0
20230707:0009,0.0,0.0,0.0,21.63,6.55,0.0
20230707:0109,0.0,0.0,0.0,21.54,6.48,0.0
20230707:0209,0.0,0.0,0.0,21.5,6.07,0.0
20230707:0309,0.0,0.0,0.0,21.49,5.93,0.0
20230707:0409,0.0,0.0,0.0,21.44,5.86,0.0
20230707:0509,0.0,0.0,0.0,21.43,5.72,0.0
20230707:0609,0.0,0.0,0.0,21.45,5.72,0.0
20230707:0709,187.6,65.33,10.41,21.44,5.79,0.0
20230707:0809,801.2,220.88,23.0,21.46,5.66,0.0
20230707:0909,1835.45,464.0,35.93,21.49,5.66,0.0
20230707:1009,1806.05,453.47,49.05,21.53,5.24,0.0
20230707:1109,3156.8,791.56,62.22,21.58,5.31,0.0
20230707:1209,3774.95,953.0,75.11,21.64,5.66,0.0
20230707:1309,3952.0,999.63,84.11,21.68,5.93,0.0
20230707:1409,3791.65,955.59,75.41,21.71,5.93,0.0
20230707:1509,3385.7,846.62,62.53,21.71,5.86,0.0
20230707:1609,2755.3,684.91,49.36,21.75,5.86,0.0
20230707:1709,1827.1,463.15,36.24,21.79,5.86,0.0
20230707:1809,840.35,245.2,23.31,21.83,5.79,0.0
20230707:1909,126.85,50.41,10.71,21.89,5.66,0.0
20230707:2009,0.0,0.0,0.0,21.88,5.72,0.0
20230707:2109,0.0,0.0,0.0,21.89,5.72,0.0
20230707:2209,0.0,0.0,0.0,21.74,4.48,0.0
20230707:2309,0.0,0.0,0.0,21.73,4.0,0.0
20230708:0009,0.0,0.0,0.0,21.68,4.28,0.0
20230708:0109,0.0,0.0,0.0,21.6,4.41,0.0
20230708:0209,0.0,0.0,0.0,21.51,4.55,0.0
20230708:0309,0.0,0.0,0.0,21.49,4.62,0.0
20230708:0409,0.0,0.0,0.0,21.42,4.62,0.0
20230708:0509,0.0,0.0,0.0,21.44,4.55,0.0
20230708:0609,0.0,0.0,0.0,21.39,4.55,0.0
20230708:0709,152.5,58.33,10.33,21.41,4.48,0.0
20230708:0809,781.4,215.19,22.93,21.5,4.48,0.0
20230708:0909,1121.15,288.94,35.86,21.6,4.41,0.0
20230708:1009,2556.95,642.49,48.98,21.44,3.86,0.0
20230708:1109,2767.95,699.68,62.15,21.58,3.93,0.0
20230708:1209,3353.35,851.67,75.03,21.64,4.48,0.0
20230708:1309,3625.1,920.2,84.0,21.69,5.1,0.0
20230708:1409,3755.7,948.32,75.39,21.76,5.66,0.0
20230708:1509,3411.2,853.42,62.53,21.86,5.93,0.0
20230708:1609,2745.65,683.1,49.37,21.96,5.86,0.0
20230708:1709,1847.85,468.85,36.24,22.0,5.86,0.0
20230708:1809,834.45,242.44,23.3,22.02,6.14,0.0
20230708:1909,157.0,57.57,10.69,22.04,6.34,0.0
20230708:2009,0.0,0.0,0.0,22.12,6.28,0.0
20230708:2109,0.0,0.0,0.0,22.23,6.07,0.0
20230708:2209,0.0,0.0,0.0,22.35,4.55,0.0
20230708:2309,0.0,0.0,0.0,22.29,4.07,0.0
20230709:0009,0.0,0.0,0.0,22.2,4.55,0.0
20230709:0109,0.0,0.0,0.0,22.07,4.83,0.0
20230709:0209,0.0,0.0,0.0,21.95,5.03,0.0
20230709:0309,0.0,0.0,0.0,21.82,5.03,0.0
20230709:0409,0.0,0.0,0.0,21.78,5.03,0.0
20230709:0509,0.0,0.0,0.0,21.7,5.1,0.0
20230709:0609,0.0,0.0,0.0,21.72,5.24,0.0
20230709:0709,162.8,60.28,10.24,21.77,5.31,0.0
20230709:0809,850.0,243.28,22.85,21.86,5.52,0.0
20230709:0909,1879.8,476.4,35.78,21.97,5.66,0.0
20230709:1009,2730.4,681.87,48.91,22.08,5.24,0.0
20230709:1109,3369.35,849.48,62.08,22.08,4.97,0.0
20230709:1209,3763.15,957.12,74.94,22.12,5.03,0.0
20230709:1309,3922.0,999.44,83.89,22.07,5.24,0.0
20230709:1409,3791.8,960.87,75.37,22.02,5.45,0.0
20230709:1509,3346.3,839.04,62.53,22.0,5.66,0.0
20230709:1609,2741.4,682.49,49.36,22.01,5.79,0.0
20230709:1709,1843.05,467.33,36.24,22.02,6.0,0.0
20230709:1809,839.8,244.23,23.29,22.06,6.14,0.0
20230709:1909,127.2,50.9,10.67,22.1,6.14,0.0
20230709:2009,0.0,0.0,0.0,22.18,6.14,0.0
20230709:2109,0.0,0.0,0.0,22.22,6.0,0.0
20230709:2209,0.0,0.0,0.0,22.26,4.83,0.0
20230709:2309,0.0,0.0,0.0,22.19,3.86,0.0
20230710:0009,0.0,0.0,0.0,22.11,3.52,0.0
20230710:0109,0.0,0.0,0.0,22.08,3.72,0.0
20230710:0209,0.0,0.0,0.0,21.96,3.86,0.0
20230710:0309,0.0,0.0,0.0,21.91,3.86,0.0
20230710:0409,0.0,0.0,0.0,21.86,3.86,0.0
20230710:0509,0.0,0.0,0.0,21.78,4.0,0.0
20230710:0609,0.0,0.0,0.0,21.73,4.07,0.0
20230710:0709,132.35,53.82,10.16,21.63,4.14,0.0
20230710:0809,863.65,250.49,22.77,21.66,4.48,0.0
20230710:0909,1895.2,481.61,35.71,21.74,4.69,0.0
20230710:1009,2741.05,689.46,48.84,21.93,4.07,0.0
20230710:1109,3351.55,854.96,62.01,22.04,3.66,0.0
20230710:1209,3757.35,962.75,74.86,22.09,4.28,0.0
20230710:1309,3928.75,1005.09,83.76,22.13,4.9,0.0
20230710:1409,3796.35,966.49,75.34,22.16,5.03,0.0
20230710:1509,3395.5,857.28,62.52,22.25,4.97,0.0
20230710:1609,2740.2,686.8,49.36,22.32,4.9,0.0
20230710:1709,1850.1,472.21,36.23,22.39,4.69,0.0
20230710:1809,841.75,243.7,23.28,22.45,4.62,0.0
20230710:1909,167.8,60.38,10.65,22.45,4.55,0.0
20230710:2009,0.0,0.0,0.0,22.41,4.48,0.0
20230710:2109,0.0,0.0,0.0,22.46,4.55,0.0
20230710:2209,0.0,0.0,0.0,22.39,4.0,0.0
20230710:2309,0.0,0.0,0.0,22.29,4.07,0.0
20230711:0009,0.0,0.0,0.0,22.14,4.41,0.0
20230711:0109,0.0,0.0,0.0,21.98,4.55,0.0
20230711:0209,0.0,0.0,0.0,21.93,4.69,0.0
20230711:0309,0.0,0.0,0.0,21.9,4.55,0.0
20230711:0409,0.0,0.0,0.0,21.87,4.34,0.0
20230711:0509,0.0,0.0,0.0,21.89,4.07,0.0
20230711:0609,0.0,0.0,0.0,21.89,3.86,0.0
20230711:0709,149.95,57.07,10.07,21.92,3.93,0.0
20230711:0809,842.1,242.71,22.69,21.98,4.07,0.0
20230711:0909,1833.05,468.05,35.64,22.09,4.0,0.0
20230711:1009,2674.7,675.61,48.77,22.3,3.66,0.0
20230711:1109,3307.55,843.14,61.93,22.36,3.79,0.0
20230711:1209,3700.15,949.78,74.77,22.4,4.14,0.0
20230711:1309,3832.85,986.59,83.63,22.47,4.28,0.0
20230711:1409,3683.9,944.86,75.31,22.55,4.28,0.0
20230711:1509,3298.9,838.14,62.51,22.59,4.28,0.0
20230711:1609,2643.8,665.32,49.35,22.67,4.48,0.0
20230711:1709,1773.9,453.78,36.21,22.7,4.41,0.0
20230711:1809,825.15,235.44,23.26,22.67,4.07,0.0
20230711:1909,194.0,66.23,10.62,22.6,3.93,0.0
20230711:2009,0.0,0.0,0.0,22.51,4.21,0.0
20230711:2109,0.0,0.0,0.0,22.46,4.21,0.0
20230711:2209,0.0,0.0,0.0,22.26,3.45,0.0
20230711:2309,0.0,0.0,0.0,22.23,1.38,0.0
20230712:0009,0.0,0.0,0.0,22.29,1.45,0.0
20230712:0109,0.0,0.0,0.0,22.35,2.41,0.0
20230712:0209,0.0,0.0,0.0,22.46,2.97,0.0
20230712:0309,0.0,0.0,0.0,22.55,2.28,0.0
20230712:0409,0.0,0.0,0.0,22.62,1.31,0.0
20230712:0509,0.0,0.0,0.0,22.76,2.34,0.0
20230712:0609,0.0,0.0,0.0,22.81,2.69,0.0
20230712:0709,126.4,51.92,9.98,22.77,2.55,0.0
20230712:0809,795.05,225.26,22.61,22.78,2.21,0.0
20230712:0909,1710.4,443.45,35.56,22.89,2.0,0.0
20230712:1009,2487.8,643.25,48.69,23.1,1.59,0.0
20230712:1109,3117.3,813.43,61.86,23.03,1.93,0.0
20230712:1209,3161.25,821.98,74.68,22.98,2.62,0.0
20230712:1309,3686.9,957.76,83.5,22.98,3.52,0.0
20230712:1409,3526.8,911.79,75.27,23.08,3.59,0.0
20230712:1509,3168.2,813.27,62.49,23.19,3.38,0.0
20230712:1609,2521.7,641.11,49.33,23.25,3.45,0.0
20230712:1709,1680.25,433.09,36.2,23.32,3.38,0.0
20230712:1809,800.2,226.05,23.23,23.5,3.31,0.0
20230712:1909,194.9,66.34,10.59,23.49,3.38,0.0
20230712:2009,0.0,0.0,0.0,23.33,3.31,0.0
20230712:2109,0.0,0.0,0.0,23.38,3.31,0.0
20230712:2209,0.0,0.0,0.0,23.26,2.34,0.0
20230712:2309,0.0,0.0,0.0,23.17,1.17,0.0
20230713:0009,0.0,0.0,0.0,23.14,1.45,0.0
20230713:0109,0.0,0.0,0.0,23.27,2.28,0.0
20230713:0209,0.0,0.0,0.0,23.43,2.21,0.0
20230713:0309,0.0,0.0,0.0,23.27,1.79,0.0
20230713:0409,0.0,0.0,0.0,23.24,1.59,0.0
20230713:0509,0.0,0.0,0.0,23.5,1.45,0.0
20230713:0609,0.0,0.0,0.0,24.1,1.38,0.0
20230713:0709,150.2,57.08,9.89,24.38,1.38,0.0
20230713:0809,818.75,240.18,22.53,24.74,1.66,0.0
20230713:0909,1778.1,464.47,35.49,24.06,1.86,0.0
20230713:1009,2556.25,661.37,48.62,24.04,2.0,0.0
20230713:1109,3198.35,841.55,61.78,24.29,1.93,0.0
20230713:1209,3571.8,943.85,74.58,24.44,2.55,0.0
20230713:1309,3748.3,991.51,83.35,24.35,2.83,0.0
20230713:1409,3488.5,920.4,75.23,24.41,2.55,0.0
20230713:1509,3177.2,833.5,62.47,24.54,2.21,0.0
20230713:1609,2547.05,659.7,49.32,24.51,2.14,0.0
20230713:1709,1713.25,446.52,36.17,24.34,2.34,0.0
